formula,class,sg,a,n_atoms_cell,t_factor,mu_factor,vec,delta_percent,predicted_phase,confidence,elements,ang_mom
KFeF3,perovskite,Pm-3m,3.95,5,1.0633,0.485,,,,low,F;Fe;K,"{""F"": ""p"", ""Fe"": ""d"", ""K"": ""s""}"
KFeN3,perovskite,Pm-3m,4.21,5,1.0413,0.4418,,,,medium,Fe;K;N,"{""Fe"": ""d"", ""K"": ""s"", ""N"": ""p""}"
KNiO3,perovskite,Pm-3m,4.18,5,1.0285,0.4929,,,,medium,K;Ni;O,"{""K"": ""s"", ""Ni"": ""d"", ""O"": ""p""}"
KNiF3,perovskite,Pm-3m,4.04,5,1.0397,0.5188,,,,medium,F;K;Ni,"{""F"": ""p"", ""K"": ""s"", ""Ni"": ""d""}"
KNiN3,perovskite,Pm-3m,4.3,5,1.0195,0.4726,,,,medium,K;N;Ni,"{""K"": ""s"", ""N"": ""p"", ""Ni"": ""d""}"
KCuO3,perovskite,Pm-3m,4.26,5,1.0092,0.5214,,,,medium,Cu;K;O,"{""Cu"": ""d"", ""K"": ""s"", ""O"": ""p""}"
KCuF3,perovskite,Pm-3m,4.12,5,1.0195,0.5489,,,,medium,Cu;F;K,"{""Cu"": ""d"", ""F"": ""p"", ""K"": ""s""}"
KCuN3,perovskite,Pm-3m,4.38,5,1.0009,0.5,,,,medium,Cu;K;N,"{""Cu"": ""d"", ""K"": ""s"", ""N"": ""p""}"
KZnO3,perovskite,Pm-3m,4.28,5,1.0045,0.5286,,,,medium,K;O;Zn,"{""K"": ""s"", ""O"": ""p"", ""Zn"": ""d""}"
KZnF3,perovskite,Pm-3m,4.14,5,1.0145,0.5564,,,,medium,F;K;Zn,"{""F"": ""p"", ""K"": ""s"", ""Zn"": ""d""}"
KZnN3,perovskite,Pm-3m,4.4,5,0.9964,0.5068,,,,high,K;N;Zn,"{""K"": ""s"", ""N"": ""p"", ""Zn"": ""d""}"
KYO3,perovskite,Pm-3m,4.6,5,0.9346,0.6429,,,,high,K;O;Y,"{""K"": ""s"", ""O"": ""p"", ""Y"": ""d""}"
KYF3,perovskite,Pm-3m,4.46,5,0.9418,0.6767,,,,medium,F;K;Y,"{""F"": ""p"", ""K"": ""s"", ""Y"": ""d""}"
KYN3,perovskite,Pm-3m,4.72,5,0.9288,0.6164,,,,high,K;N;Y,"{""K"": ""s"", ""N"": ""p"", ""Y"": ""d""}"
KYS3,perovskite,Pm-3m,5.48,5,0.8981,0.4891,,,,medium,K;S;Y,"{""K"": ""s"", ""S"": ""p"", ""Y"": ""d""}"
KYCl3,perovskite,Pm-3m,5.42,5,0.9002,0.4972,,,,high,Cl;K;Y,"{""Cl"": ""p"", ""K"": ""s"", ""Y"": ""d""}"
KZrO3,perovskite,Pm-3m,4.24,5,1.014,0.5143,,,,medium,K;O;Zr,"{""K"": ""s"", ""O"": ""p"", ""Zr"": ""d""}"
KZrF3,perovskite,Pm-3m,4.1,5,1.0244,0.5414,,,,medium,F;K;Zr,"{""F"": ""p"", ""K"": ""s"", ""Zr"": ""d""}"
KZrN3,perovskite,Pm-3m,4.36,5,1.0055,0.4932,,,,medium,K;N;Zr,"{""K"": ""s"", ""N"": ""p"", ""Zr"": ""d""}"
KNbO3,perovskite,Pm-3m,4.08,5,1.0537,0.4571,,,,low,K;Nb;O,"{""K"": ""s"", ""Nb"": ""d"", ""O"": ""p""}"
KNbF3,perovskite,Pm-3m,3.94,5,1.066,0.4812,,,,low,F;K;Nb,"{""F"": ""p"", ""K"": ""s"", ""Nb"": ""d""}"
KNbN3,perovskite,Pm-3m,4.2,5,1.0438,0.4384,,,,medium,K;N;Nb,"{""K"": ""s"", ""N"": ""p"", ""Nb"": ""d""}"
KMoO3,perovskite,Pm-3m,4.1,5,1.0486,0.4643,,,,medium,K;Mo;O,"{""K"": ""s"", ""Mo"": ""d"", ""O"": ""p""}"
KMoF3,perovskite,Pm-3m,3.96,5,1.0607,0.4887,,,,low,F;K;Mo,"{""F"": ""p"", ""K"": ""s"", ""Mo"": ""d""}"
KMoN3,perovskite,Pm-3m,4.22,5,1.0389,0.4452,,,,medium,K;Mo;N,"{""K"": ""s"", ""Mo"": ""d"", ""N"": ""p""}"
KRuO3,perovskite,Pm-3m,4.04,5,1.0642,0.4429,,,,low,K;O;Ru,"{""K"": ""s"", ""O"": ""p"", ""Ru"": ""d""}"
KRuF3,perovskite,Pm-3m,3.9,5,1.077,0.4662,,,,low,F;K;Ru,"{""F"": ""p"", ""K"": ""s"", ""Ru"": ""d""}"
KRuN3,perovskite,Pm-3m,4.16,5,1.0539,0.4247,,,,low,K;N;Ru,"{""K"": ""s"", ""N"": ""p"", ""Ru"": ""d""}"
KRhO3,perovskite,Pm-3m,4.13,5,1.041,0.475,,,,medium,K;O;Rh,"{""K"": ""s"", ""O"": ""p"", ""Rh"": ""d""}"
KRhF3,perovskite,Pm-3m,3.99,5,1.0527,0.5,,,,low,F;K;Rh,"{""F"": ""p"", ""K"": ""s"", ""Rh"": ""d""}"
KRhN3,perovskite,Pm-3m,4.25,5,1.0315,0.4555,,,,medium,K;N;Rh,"{""K"": ""s"", ""N"": ""p"", ""Rh"": ""d""}"
KPdO3,perovskite,Pm-3m,4.52,5,0.9512,0.6143,,,,high,K;O;Pd,"{""K"": ""s"", ""O"": ""p"", ""Pd"": ""d""}"
KPdF3,perovskite,Pm-3m,4.38,5,0.959,0.6466,,,,high,F;K;Pd,"{""F"": ""p"", ""K"": ""s"", ""Pd"": ""d""}"
KPdN3,perovskite,Pm-3m,4.64,5,0.9448,0.589,,,,high,K;N;Pd,"{""K"": ""s"", ""N"": ""p"", ""Pd"": ""d""}"
KPdS3,perovskite,Pm-3m,5.4,5,0.9114,0.4674,,,,high,K;Pd;S,"{""K"": ""s"", ""Pd"": ""d"", ""S"": ""p""}"
KPdCl3,perovskite,Pm-3m,5.34,5,0.9137,0.4751,,,,high,Cl;K;Pd,"{""Cl"": ""p"", ""K"": ""s"", ""Pd"": ""d""}"
KHfO3,perovskite,Pm-3m,4.22,5,1.0188,0.5071,,,,medium,Hf;K;O,"{""Hf"": ""d"", ""K"": ""s"", ""O"": ""p""}"
KHfF3,perovskite,Pm-3m,4.08,5,1.0295,0.5338,,,,medium,F;Hf;K,"{""F"": ""p"", ""Hf"": ""d"", ""K"": ""s""}"
KHfN3,perovskite,Pm-3m,4.34,5,1.0102,0.4863,,,,medium,Hf;K;N,"{""Hf"": ""d"", ""K"": ""s"", ""N"": ""p""}"
KTaO3,perovskite,Pm-3m,4.08,5,1.0537,0.4571,,,,low,K;O;Ta,"{""K"": ""s"", ""O"": ""p"", ""Ta"": ""d""}"
KTaF3,perovskite,Pm-3m,3.94,5,1.066,0.4812,,,,low,F;K;Ta,"{""F"": ""p"", ""K"": ""s"", ""Ta"": ""d""}"
KTaN3,perovskite,Pm-3m,4.2,5,1.0438,0.4384,,,,medium,K;N;Ta,"{""K"": ""s"", ""N"": ""p"", ""Ta"": ""d""}"
KWO3,perovskite,Pm-3m,4.04,5,1.0642,0.4429,,,,low,K;O;W,"{""K"": ""s"", ""O"": ""p"", ""W"": ""d""}"
KWF3,perovskite,Pm-3m,3.9,5,1.077,0.4662,,,,low,F;K;W,"{""F"": ""p"", ""K"": ""s"", ""W"": ""d""}"
KWN3,perovskite,Pm-3m,4.16,5,1.0539,0.4247,,,,low,K;N;W,"{""K"": ""s"", ""N"": ""p"", ""W"": ""d""}"
KReO3,perovskite,Pm-3m,4.06,5,1.0589,0.45,,,,low,K;O;Re,"{""K"": ""s"", ""O"": ""p"", ""Re"": ""d""}"
KReF3,perovskite,Pm-3m,3.92,5,1.0715,0.4737,,,,low,F;K;Re,"{""F"": ""p"", ""K"": ""s"", ""Re"": ""d""}"
KReN3,perovskite,Pm-3m,4.18,5,1.0488,0.4315,,,,medium,K;N;Re,"{""K"": ""s"", ""N"": ""p"", ""Re"": ""d""}"
KOsO3,perovskite,Pm-3m,4.06,5,1.0589,0.45,,,,low,K;O;Os,"{""K"": ""s"", ""O"": ""p"", ""Os"": ""d""}"
KOsF3,perovskite,Pm-3m,3.92,5,1.0715,0.4737,,,,low,F;K;Os,"{""F"": ""p"", ""K"": ""s"", ""Os"": ""d""}"
KOsN3,perovskite,Pm-3m,4.18,5,1.0488,0.4315,,,,medium,K;N;Os,"{""K"": ""s"", ""N"": ""p"", ""Os"": ""d""}"
KIrO3,perovskite,Pm-3m,4.05,5,1.0615,0.4464,,,,low,Ir;K;O,"{""Ir"": ""d"", ""K"": ""s"", ""O"": ""p""}"
KIrF3,perovskite,Pm-3m,3.91,5,1.0742,0.4699,,,,low,F;Ir;K,"{""F"": ""p"", ""Ir"": ""d"", ""K"": ""s""}"
KIrN3,perovskite,Pm-3m,4.17,5,1.0513,0.4281,,,,low,Ir;K;N,"{""Ir"": ""d"", ""K"": ""s"", ""N"": ""p""}"
KPtO3,perovskite,Pm-3m,4.05,5,1.0615,0.4464,,,,low,K;O;Pt,"{""K"": ""s"", ""O"": ""p"", ""Pt"": ""d""}"
KPtF3,perovskite,Pm-3m,3.91,5,1.0742,0.4699,,,,low,F;K;Pt,"{""F"": ""p"", ""K"": ""s"", ""Pt"": ""d""}"
KPtN3,perovskite,Pm-3m,4.17,5,1.0513,0.4281,,,,low,K;N;Pt,"{""K"": ""s"", ""N"": ""p"", ""Pt"": ""d""}"
RbScO3,perovskite,Pm-3m,4.29,5,1.0285,0.5321,,,,medium,O;Rb;Sc,"{""O"": ""p"", ""Rb"": ""s"", ""Sc"": ""d""}"
RbScF3,perovskite,Pm-3m,4.15,5,1.0394,0.5602,,,,medium,F;Rb;Sc,"{""F"": ""p"", ""Rb"": ""s"", ""Sc"": ""d""}"
RbScN3,perovskite,Pm-3m,4.41,5,1.0198,0.5103,,,,medium,N;Rb;Sc,"{""N"": ""p"", ""Rb"": ""s"", ""Sc"": ""d""}"
RbScCl3,perovskite,Pm-3m,5.11,5,0.9769,0.4116,,,,medium,Cl;Rb;Sc,"{""Cl"": ""p"", ""Rb"": ""s"", ""Sc"": ""d""}"
RbTiN3,perovskite,Pm-3m,4.13,5,1.0889,0.4144,,,,low,N;Rb;Ti,"{""N"": ""p"", ""Rb"": ""s"", ""Ti"": ""d""}"
RbVO3,perovskite,Pm-3m,4.08,5,1.0815,0.4571,,,,low,O;Rb;V,"{""O"": ""p"", ""Rb"": ""s"", ""V"": ""d""}"
RbVF3,perovskite,Pm-3m,3.94,5,1.0948,0.4812,,,,low,F;Rb;V,"{""F"": ""p"", ""Rb"": ""s"", ""V"": ""d""}"
RbVN3,perovskite,Pm-3m,4.2,5,1.0708,0.4384,,,,low,N;Rb;V,"{""N"": ""p"", ""Rb"": ""s"", ""V"": ""d""}"
RbCrO3,perovskite,Pm-3m,4.03,5,1.0949,0.4393,,,,low,Cr;O;Rb,"{""Cr"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbCrN3,perovskite,Pm-3m,4.15,5,1.0837,0.4212,,,,low,Cr;N;Rb,"{""Cr"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbMnO3,perovskite,Pm-3m,4.09,5,1.0788,0.4607,,,,low,Mn;O;Rb,"{""Mn"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbMnF3,perovskite,Pm-3m,3.95,5,1.092,0.485,,,,low,F;Mn;Rb,"{""F"": ""p"", ""Mn"": ""d"", ""Rb"": ""s""}"
RbMnN3,perovskite,Pm-3m,4.21,5,1.0682,0.4418,,,,low,Mn;N;Rb,"{""Mn"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbFeO3,perovskite,Pm-3m,4.09,5,1.0788,0.4607,,,,low,Fe;O;Rb,"{""Fe"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbFeF3,perovskite,Pm-3m,3.95,5,1.092,0.485,,,,low,F;Fe;Rb,"{""F"": ""p"", ""Fe"": ""d"", ""Rb"": ""s""}"
RbFeN3,perovskite,Pm-3m,4.21,5,1.0682,0.4418,,,,low,Fe;N;Rb,"{""Fe"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbNiO3,perovskite,Pm-3m,4.18,5,1.0556,0.4929,,,,low,Ni;O;Rb,"{""Ni"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbNiF3,perovskite,Pm-3m,4.04,5,1.0677,0.5188,,,,low,F;Ni;Rb,"{""F"": ""p"", ""Ni"": ""d"", ""Rb"": ""s""}"
RbNiN3,perovskite,Pm-3m,4.3,5,1.0459,0.4726,,,,medium,N;Ni;Rb,"{""N"": ""p"", ""Ni"": ""d"", ""Rb"": ""s""}"
RbCuO3,perovskite,Pm-3m,4.26,5,1.0358,0.5214,,,,medium,Cu;O;Rb,"{""Cu"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbCuF3,perovskite,Pm-3m,4.12,5,1.0469,0.5489,,,,medium,Cu;F;Rb,"{""Cu"": ""d"", ""F"": ""p"", ""Rb"": ""s""}"
RbCuN3,perovskite,Pm-3m,4.38,5,1.0268,0.5,,,,medium,Cu;N;Rb,"{""Cu"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbZnO3,perovskite,Pm-3m,4.28,5,1.0309,0.5286,,,,medium,O;Rb;Zn,"{""O"": ""p"", ""Rb"": ""s"", ""Zn"": ""d""}"
RbZnF3,perovskite,Pm-3m,4.14,5,1.0419,0.5564,,,,medium,F;Rb;Zn,"{""F"": ""p"", ""Rb"": ""s"", ""Zn"": ""d""}"
RbZnN3,perovskite,Pm-3m,4.4,5,1.0221,0.5068,,,,medium,N;Rb;Zn,"{""N"": ""p"", ""Rb"": ""s"", ""Zn"": ""d""}"
RbYO3,perovskite,Pm-3m,4.6,5,0.9592,0.6429,,,,high,O;Rb;Y,"{""O"": ""p"", ""Rb"": ""s"", ""Y"": ""d""}"
RbYF3,perovskite,Pm-3m,4.46,5,0.9671,0.6767,,,,medium,F;Rb;Y,"{""F"": ""p"", ""Rb"": ""s"", ""Y"": ""d""}"
RbYN3,perovskite,Pm-3m,4.72,5,0.9528,0.6164,,,,high,N;Rb;Y,"{""N"": ""p"", ""Rb"": ""s"", ""Y"": ""d""}"
RbYS3,perovskite,Pm-3m,5.48,5,0.9187,0.4891,,,,high,Rb;S;Y,"{""Rb"": ""s"", ""S"": ""p"", ""Y"": ""d""}"
RbYCl3,perovskite,Pm-3m,5.42,5,0.9211,0.4972,,,,high,Cl;Rb;Y,"{""Cl"": ""p"", ""Rb"": ""s"", ""Y"": ""d""}"
RbZrO3,perovskite,Pm-3m,4.24,5,1.0406,0.5143,,,,medium,O;Rb;Zr,"{""O"": ""p"", ""Rb"": ""s"", ""Zr"": ""d""}"
RbZrF3,perovskite,Pm-3m,4.1,5,1.052,0.5414,,,,low,F;Rb;Zr,"{""F"": ""p"", ""Rb"": ""s"", ""Zr"": ""d""}"
RbZrN3,perovskite,Pm-3m,4.36,5,1.0315,0.4932,,,,medium,N;Rb;Zr,"{""N"": ""p"", ""Rb"": ""s"", ""Zr"": ""d""}"
RbNbO3,perovskite,Pm-3m,4.08,5,1.0815,0.4571,,,,low,Nb;O;Rb,"{""Nb"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbNbF3,perovskite,Pm-3m,3.94,5,1.0948,0.4812,,,,low,F;Nb;Rb,"{""F"": ""p"", ""Nb"": ""d"", ""Rb"": ""s""}"
RbNbN3,perovskite,Pm-3m,4.2,5,1.0708,0.4384,,,,low,N;Nb;Rb,"{""N"": ""p"", ""Nb"": ""d"", ""Rb"": ""s""}"
RbMoO3,perovskite,Pm-3m,4.1,5,1.0762,0.4643,,,,low,Mo;O;Rb,"{""Mo"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbMoF3,perovskite,Pm-3m,3.96,5,1.0892,0.4887,,,,low,F;Mo;Rb,"{""F"": ""p"", ""Mo"": ""d"", ""Rb"": ""s""}"
RbMoN3,perovskite,Pm-3m,4.22,5,1.0657,0.4452,,,,low,Mo;N;Rb,"{""Mo"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbRuO3,perovskite,Pm-3m,4.04,5,1.0922,0.4429,,,,low,O;Rb;Ru,"{""O"": ""p"", ""Rb"": ""s"", ""Ru"": ""d""}"
RbRuN3,perovskite,Pm-3m,4.16,5,1.0811,0.4247,,,,low,N;Rb;Ru,"{""N"": ""p"", ""Rb"": ""s"", ""Ru"": ""d""}"
RbRhO3,perovskite,Pm-3m,4.13,5,1.0684,0.475,,,,low,O;Rb;Rh,"{""O"": ""p"", ""Rb"": ""s"", ""Rh"": ""d""}"
RbRhF3,perovskite,Pm-3m,3.99,5,1.081,0.5,,,,low,F;Rb;Rh,"{""F"": ""p"", ""Rb"": ""s"", ""Rh"": ""d""}"
RbRhN3,perovskite,Pm-3m,4.25,5,1.0582,0.4555,,,,low,N;Rb;Rh,"{""N"": ""p"", ""Rb"": ""s"", ""Rh"": ""d""}"
RbPdO3,perovskite,Pm-3m,4.52,5,0.9762,0.6143,,,,high,O;Pd;Rb,"{""O"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}"
RbPdF3,perovskite,Pm-3m,4.38,5,0.9848,0.6466,,,,high,F;Pd;Rb,"{""F"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}"
RbPdN3,perovskite,Pm-3m,4.64,5,0.9692,0.589,,,,high,N;Pd;Rb,"{""N"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}"
RbPdS3,perovskite,Pm-3m,5.4,5,0.9323,0.4674,,,,high,Pd;Rb;S,"{""Pd"": ""d"", ""Rb"": ""s"", ""S"": ""p""}"
RbPdCl3,perovskite,Pm-3m,5.34,5,0.9349,0.4751,,,,high,Cl;Pd;Rb,"{""Cl"": ""p"", ""Pd"": ""d"", ""Rb"": ""s""}"
RbHfO3,perovskite,Pm-3m,4.22,5,1.0456,0.5071,,,,medium,Hf;O;Rb,"{""Hf"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbHfF3,perovskite,Pm-3m,4.08,5,1.0572,0.5338,,,,low,F;Hf;Rb,"{""F"": ""p"", ""Hf"": ""d"", ""Rb"": ""s""}"
RbHfN3,perovskite,Pm-3m,4.34,5,1.0362,0.4863,,,,medium,Hf;N;Rb,"{""Hf"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbTaO3,perovskite,Pm-3m,4.08,5,1.0815,0.4571,,,,low,O;Rb;Ta,"{""O"": ""p"", ""Rb"": ""s"", ""Ta"": ""d""}"
RbTaF3,perovskite,Pm-3m,3.94,5,1.0948,0.4812,,,,low,F;Rb;Ta,"{""F"": ""p"", ""Rb"": ""s"", ""Ta"": ""d""}"
RbTaN3,perovskite,Pm-3m,4.2,5,1.0708,0.4384,,,,low,N;Rb;Ta,"{""N"": ""p"", ""Rb"": ""s"", ""Ta"": ""d""}"
RbWO3,perovskite,Pm-3m,4.04,5,1.0922,0.4429,,,,low,O;Rb;W,"{""O"": ""p"", ""Rb"": ""s"", ""W"": ""d""}"
RbWN3,perovskite,Pm-3m,4.16,5,1.0811,0.4247,,,,low,N;Rb;W,"{""N"": ""p"", ""Rb"": ""s"", ""W"": ""d""}"
RbReO3,perovskite,Pm-3m,4.06,5,1.0868,0.45,,,,low,O;Rb;Re,"{""O"": ""p"", ""Rb"": ""s"", ""Re"": ""d""}"
RbReN3,perovskite,Pm-3m,4.18,5,1.0759,0.4315,,,,low,N;Rb;Re,"{""N"": ""p"", ""Rb"": ""s"", ""Re"": ""d""}"
RbOsO3,perovskite,Pm-3m,4.06,5,1.0868,0.45,,,,low,O;Os;Rb,"{""O"": ""p"", ""Os"": ""d"", ""Rb"": ""s""}"
RbOsN3,perovskite,Pm-3m,4.18,5,1.0759,0.4315,,,,low,N;Os;Rb,"{""N"": ""p"", ""Os"": ""d"", ""Rb"": ""s""}"
RbIrO3,perovskite,Pm-3m,4.05,5,1.0895,0.4464,,,,low,Ir;O;Rb,"{""Ir"": ""d"", ""O"": ""p"", ""Rb"": ""s""}"
RbIrN3,perovskite,Pm-3m,4.17,5,1.0785,0.4281,,,,low,Ir;N;Rb,"{""Ir"": ""d"", ""N"": ""p"", ""Rb"": ""s""}"
RbPtO3,perovskite,Pm-3m,4.05,5,1.0895,0.4464,,,,low,O;Pt;Rb,"{""O"": ""p"", ""Pt"": ""d"", ""Rb"": ""s""}"
RbPtN3,perovskite,Pm-3m,4.17,5,1.0785,0.4281,,,,low,N;Pt;Rb,"{""N"": ""p"", ""Pt"": ""d"", ""Rb"": ""s""}"
CsScO3,perovskite,Pm-3m,4.29,5,1.0813,0.5321,,,,low,Cs;O;Sc,"{""Cs"": ""s"", ""O"": ""p"", ""Sc"": ""d""}"
CsScF3,perovskite,Pm-3m,4.15,5,1.0939,0.5602,,,,low,Cs;F;Sc,"{""Cs"": ""s"", ""F"": ""p"", ""Sc"": ""d""}"
CsScN3,perovskite,Pm-3m,4.41,5,1.0711,0.5103,,,,low,Cs;N;Sc,"{""Cs"": ""s"", ""N"": ""p"", ""Sc"": ""d""}"
CsScCl3,perovskite,Pm-3m,5.11,5,1.0212,0.4116,,,,medium,Cl;Cs;Sc,"{""Cl"": ""p"", ""Cs"": ""s"", ""Sc"": ""d""}"
CsNiN3,perovskite,Pm-3m,4.3,5,1.0985,0.4726,,,,low,Cs;N;Ni,"{""Cs"": ""s"", ""N"": ""p"", ""Ni"": ""d""}"
CsCuO3,perovskite,Pm-3m,4.26,5,1.0889,0.5214,,,,low,Cs;Cu;O,"{""Cs"": ""s"", ""Cu"": ""d"", ""O"": ""p""}"
CsCuN3,perovskite,Pm-3m,4.38,5,1.0784,0.5,,,,low,Cs;Cu;N,"{""Cs"": ""s"", ""Cu"": ""d"", ""N"": ""p""}"
CsZnO3,perovskite,Pm-3m,4.28,5,1.0838,0.5286,,,,low,Cs;O;Zn,"{""Cs"": ""s"", ""O"": ""p"", ""Zn"": ""d""}"
CsZnF3,perovskite,Pm-3m,4.14,5,1.0965,0.5564,,,,low,Cs;F;Zn,"{""Cs"": ""s"", ""F"": ""p"", ""Zn"": ""d""}"
CsZnN3,perovskite,Pm-3m,4.4,5,1.0735,0.5068,,,,low,Cs;N;Zn,"{""Cs"": ""s"", ""N"": ""p"", ""Zn"": ""d""}"
CsYO3,perovskite,Pm-3m,4.6,5,1.0084,0.6429,,,,medium,Cs;O;Y,"{""Cs"": ""s"", ""O"": ""p"", ""Y"": ""d""}"
CsYF3,perovskite,Pm-3m,4.46,5,1.0179,0.6767,,,,medium,Cs;F;Y,"{""Cs"": ""s"", ""F"": ""p"", ""Y"": ""d""}"
CsYN3,perovskite,Pm-3m,4.72,5,1.0007,0.6164,,,,medium,Cs;N;Y,"{""Cs"": ""s"", ""N"": ""p"", ""Y"": ""d""}"
CsYS3,perovskite,Pm-3m,5.48,5,0.96,0.4891,,,,high,Cs;S;Y,"{""Cs"": ""s"", ""S"": ""p"", ""Y"": ""d""}"
CsYCl3,perovskite,Pm-3m,5.42,5,0.9628,0.4972,,,,high,Cl;Cs;Y,"{""Cl"": ""p"", ""Cs"": ""s"", ""Y"": ""d""}"
CsZrO3,perovskite,Pm-3m,4.24,5,1.094,0.5143,,,,low,Cs;O;Zr,"{""Cs"": ""s"", ""O"": ""p"", ""Zr"": ""d""}"
CsZrN3,perovskite,Pm-3m,4.36,5,1.0834,0.4932,,,,low,Cs;N;Zr,"{""Cs"": ""s"", ""N"": ""p"", ""Zr"": ""d""}"
CsPdO3,perovskite,Pm-3m,4.52,5,1.0262,0.6143,,,,medium,Cs;O;Pd,"{""Cs"": ""s"", ""O"": ""p"", ""Pd"": ""d""}"
CsPdF3,perovskite,Pm-3m,4.38,5,1.0364,0.6466,,,,medium,Cs;F;Pd,"{""Cs"": ""s"", ""F"": ""p"", ""Pd"": ""d""}"
CsPdN3,perovskite,Pm-3m,4.64,5,1.018,0.589,,,,medium,Cs;N;Pd,"{""Cs"": ""s"", ""N"": ""p"", ""Pd"": ""d""}"
CsPdS3,perovskite,Pm-3m,5.4,5,0.9742,0.4674,,,,high,Cs;Pd;S,"{""Cs"": ""s"", ""Pd"": ""d"", ""S"": ""p""}"
CsPdCl3,perovskite,Pm-3m,5.34,5,0.9772,0.4751,,,,high,Cl;Cs;Pd,"{""Cl"": ""p"", ""Cs"": ""s"", ""Pd"": ""d""}"
CsHfO3,perovskite,Pm-3m,4.22,5,1.0992,0.5071,,,,low,Cs;Hf;O,"{""Cs"": ""s"", ""Hf"": ""d"", ""O"": ""p""}"
CsHfN3,perovskite,Pm-3m,4.34,5,1.0884,0.4863,,,,low,Cs;Hf;N,"{""Cs"": ""s"", ""Hf"": ""d"", ""N"": ""p""}"
CaScO3,perovskite,Pm-3m,4.29,5,0.9033,0.5321,,,,high,Ca;O;Sc,"{""Ca"": ""s"", ""O"": ""p"", ""Sc"": ""d""}"
CaScF3,perovskite,Pm-3m,4.15,5,0.9099,0.5602,,,,high,Ca;F;Sc,"{""Ca"": ""s"", ""F"": ""p"", ""Sc"": ""d""}"
CaScN3,perovskite,Pm-3m,4.41,5,0.8979,0.5103,,,,medium,Ca;N;Sc,"{""Ca"": ""s"", ""N"": ""p"", ""Sc"": ""d""}"
CaScCl3,perovskite,Pm-3m,5.11,5,0.8718,0.4116,,,,medium,Ca;Cl;Sc,"{""Ca"": ""s"", ""Cl"": ""p"", ""Sc"": ""d""}"
CaTiO3,perovskite,Pm-3m,4.01,5,0.9663,0.4321,,,,medium,Ca;O;Ti,"{""Ca"": ""s"", ""O"": ""p"", ""Ti"": ""d""}"
CaTiF3,perovskite,Pm-3m,3.87,5,0.9757,0.4549,,,,high,Ca;F;Ti,"{""Ca"": ""s"", ""F"": ""p"", ""Ti"": ""d""}"
CaTiN3,perovskite,Pm-3m,4.13,5,0.9588,0.4144,,,,medium,Ca;N;Ti,"{""Ca"": ""s"", ""N"": ""p"", ""Ti"": ""d""}"
CaVO3,perovskite,Pm-3m,4.08,5,0.9497,0.4571,,,,high,Ca;O;V,"{""Ca"": ""s"", ""O"": ""p"", ""V"": ""d""}"
CaVF3,perovskite,Pm-3m,3.94,5,0.9584,0.4812,,,,high,Ca;F;V,"{""Ca"": ""s"", ""F"": ""p"", ""V"": ""d""}"
CaVN3,perovskite,Pm-3m,4.2,5,0.9428,0.4384,,,,medium,Ca;N;V,"{""Ca"": ""s"", ""N"": ""p"", ""V"": ""d""}"
CaCrO3,perovskite,Pm-3m,4.03,5,0.9615,0.4393,,,,medium,Ca;Cr;O,"{""Ca"": ""s"", ""Cr"": ""d"", ""O"": ""p""}"
CaCrF3,perovskite,Pm-3m,3.89,5,0.9707,0.4624,,,,high,Ca;Cr;F,"{""Ca"": ""s"", ""Cr"": ""d"", ""F"": ""p""}"
CaCrN3,perovskite,Pm-3m,4.15,5,0.9542,0.4212,,,,medium,Ca;Cr;N,"{""Ca"": ""s"", ""Cr"": ""d"", ""N"": ""p""}"
CaMnO3,perovskite,Pm-3m,4.09,5,0.9474,0.4607,,,,high,Ca;Mn;O,"{""Ca"": ""s"", ""Mn"": ""d"", ""O"": ""p""}"
CaMnF3,perovskite,Pm-3m,3.95,5,0.9559,0.485,,,,high,Ca;F;Mn,"{""Ca"": ""s"", ""F"": ""p"", ""Mn"": ""d""}"
CaMnN3,perovskite,Pm-3m,4.21,5,0.9406,0.4418,,,,medium,Ca;Mn;N,"{""Ca"": ""s"", ""Mn"": ""d"", ""N"": ""p""}"
CaFeO3,perovskite,Pm-3m,4.09,5,0.9474,0.4607,,,,high,Ca;Fe;O,"{""Ca"": ""s"", ""Fe"": ""d"", ""O"": ""p""}"
CaFeF3,perovskite,Pm-3m,3.95,5,0.9559,0.485,,,,high,Ca;F;Fe,"{""Ca"": ""s"", ""F"": ""p"", ""Fe"": ""d""}"
