formula,class,source,status,reason,energy_eV,energy_per_atom_eV,a_initial,a_relaxed,n_atoms,volume_change_pct,confidence_update,elapsed_sec
AlCuFeMn,hea,prototype,suspect,vol_57pct,-993.6596,-62.103725,6.0,4.5929,16,56.91,low,251.9
AlFeMnMo,hea,prototype,passed,,-747.4154,-46.713462,6.1,5.6798,16,20.8,low,136.5
CoMnMoNi,hea,prototype,passed,,-2125.0287,-66.407147,7.33,7.3615,32,1.26,high,94.2
AlFeMnW,hea,prototype,passed,,-732.2269,-45.764181,6.105,5.8838,16,16.15,medium,175.9
CoCuFeMn,hea,prototype,failed,timeout,,,7.215,,32,,,630.2
FeMnTaW,hea,prototype,passed,,-757.5077,-47.344231,6.1,6.3326,16,0.86,high,268.7
CuFeMnNi,hea,prototype,failed,timeout,,,7.205,,32,,,630.3
CoMnNiW,hea,prototype,passed,,-2097.7795,-65.555609,7.335,7.4577,32,2.25,high,260.2
AlCoMnNi,hea,prototype,passed,,-986.5845,-61.661531,5.905,5.6559,16,16.49,medium,234.2
CuFeMnMo,hea,prototype,failed,timeout,,,7.43,,32,,,632.5
CuFeMnW,hea,prototype,failed,timeout,,,7.435,,32,,,633.2
CoMnMoNb,hea,prototype,passed,,-824.5579,-51.534869,6.07,6.2173,16,1.26,high,130.6
AlCoCuMn,hea,prototype,suspect,vol_32pct,-930.415,-58.150937,5.975,5.314,16,31.6,low,169.5
CoMnNbW,hea,prototype,passed,,-805.4186,-50.338662,6.075,6.1723,16,3.75,high,128.3
CoMnMoW,hea,prototype,passed,,-857.1077,-53.569231,6.0,6.0336,16,0.16,high,123.2
CoCuMnNi,hea,prototype,passed,,-2369.096,-74.03425,7.15,6.696,32,19.71,medium,530.6
CoMnMoTa,hea,prototype,passed,,-819.8778,-51.242362,6.07,6.268,16,2.92,high,192.6
AlCoMnMo,hea,prototype,passed,,-796.5028,-49.781425,6.075,5.7844,16,19.45,medium,138.4
CoCuMnNb,hea,prototype,passed,,-1884.7254,-58.897669,7.475,6.7917,32,26.65,low,485.9
CoMnTaW,hea,prototype,passed,,-805.1328,-50.3208,6.075,6.4279,16,4.32,high,169.4
CoCuMnMo,hea,prototype,passed,,-2020.7902,-63.149694,7.375,6.6318,32,27.99,low,453.2
MnMoNiW,hea,prototype,passed,,-911.3394,-56.958712,5.995,6.0268,16,0.19,high,75.1
AlCoMnW,hea,prototype,passed,,-781.4487,-48.840544,6.08,6.0481,16,12.55,medium,267.0
AlMnMoNi,hea,prototype,passed,,-849.0219,-53.063869,6.07,5.7967,16,15.24,medium,129.0
AlCuMnNi,hea,prototype,passed,,-987.162,-61.697625,5.97,5.4561,16,25.59,low,187.5
CuMnNiTa,hea,prototype,passed,,-1959.6607,-61.239397,7.465,6.9873,32,20.21,low,299.7
CoCuMnTa,hea,prototype,passed,,-1878.7862,-58.712069,7.475,7.1256,32,17.16,medium,624.8
CuMnMoNb,hea,prototype,suspect,vol_32pct,-828.2021,-51.762631,6.135,5.5032,16,32.21,low,171.4
CoCuMnW,hea,prototype,failed,timeout,,,7.38,,32,,,634.5
CuMnNbNi,hea,prototype,passed,,-2004.4896,-62.6403,7.465,6.7466,32,26.7,low,386.9
AlMnNiW,hea,prototype,passed,,-833.5217,-52.095106,6.075,6.0031,16,11.75,medium,228.2
CuMnMoTa,hea,prototype,passed,,-791.8129,-49.488306,6.135,5.6936,16,24.34,low,125.6
AlCuMnNb,hea,prototype,suspect,vol_44pct,-723.3943,-45.212144,6.215,5.1444,16,44.04,low,192.0
CuMnNbW,hea,prototype,passed,,-785.1589,-49.072431,6.14,5.6727,16,27.9,low,225.1
CuMnTaW,hea,prototype,passed,,-770.1744,-48.1359,6.14,5.5563,16,28.12,low,122.0
MnMoNbW,hea,prototype,passed,,-667.1131,-41.694569,6.24,6.307,16,3.18,high,63.6
AlCuMnW,hea,prototype,suspect,vol_39pct,-766.8598,-47.928737,6.145,5.2776,16,39.38,low,108.8
CuMnMoW,hea,prototype,suspect,vol_34pct,-851.9619,-53.247619,6.065,5.3297,16,33.72,low,170.6
AlCuMnMo,hea,prototype,suspect,vol_49pct,-811.2888,-50.70555,6.14,4.9652,16,48.86,low,158.2
CuMnNiW,hea,prototype,passed,,-2068.7058,-64.647056,7.37,6.9488,32,18.45,medium,521.7
AlMnMoNb,hea,prototype,passed,,-609.0392,-38.06495,6.315,6.1117,16,15.2,medium,122.1
AlCuMnTa,hea,prototype,suspect,vol_40pct,-700.8037,-43.800231,6.215,5.3392,16,39.67,low,202.5
MnMoNbTa,hea,prototype,passed,,-632.9251,-39.557819,6.31,6.552,16,1.74,high,171.4
AlMnNbW,hea,prototype,passed,,-588.6241,-36.789006,6.32,6.0558,16,13.12,medium,118.1
AlMnNbTa,hea,prototype,passed,,-548.1729,-34.260806,6.39,6.1648,16,11.46,medium,134.7
CuMnMoNi,hea,prototype,passed,,-2109.2931,-65.915409,7.365,6.7681,32,24.83,low,629.6
AlMnMoTa,hea,prototype,passed,,-603.0973,-37.693581,6.315,6.158,16,14.18,medium,118.1
MnNbTaW,hea,prototype,passed,,-609.939,-38.121187,6.315,6.7158,16,4.29,high,160.0
CoFeMoNi,hea,prototype,passed,,-2232.4272,-69.76335,7.34,7.2976,32,1.72,high,83.0
AlMnMoW,hea,prototype,passed,,-641.3827,-40.086419,6.245,6.1476,16,14.25,medium,164.9
MnMoTaW,hea,prototype,passed,,-664.9526,-41.559537,6.24,6.4344,16,2.06,high,224.1
AlMnTaW,hea,prototype,passed,,-581.3936,-36.3371,6.32,6.2134,16,9.0,high,171.4
CoFeNiW,hea,prototype,passed,,-2211.6652,-69.114537,7.345,7.4224,32,0.15,high,179.7
CoFeMoW,hea,prototype,passed,,-912.0822,-57.005137,6.0,6.1157,16,0.18,high,74.7
AlCoFeMo,hea,prototype,passed,,-850.2337,-53.139606,6.075,5.8364,16,15.44,medium,132.5
AlCoFeNi,hea,prototype,passed,,-1040.2529,-65.015806,5.905,5.6299,16,20.35,low,264.7
AlCoFeW,hea,prototype,passed,,-836.3954,-52.274712,6.08,5.9549,16,14.63,medium,146.3
AlCoCuFe,hea,prototype,suspect,vol_45pct,-1046.7886,-65.424288,5.975,5.0562,16,44.74,low,257.8
CoCuFeMo,hea,prototype,suspect,vol_40pct,-2278.0689,-71.189653,7.385,6.2822,32,40.16,low,372.7
FeMoNiW,hea,prototype,passed,,-964.9233,-60.307706,5.995,6.0206,16,0.02,high,94.3
AlFeMoNi,hea,prototype,passed,,-904.4784,-56.5299,6.07,5.79,16,16.45,medium,149.0
AlFeNiW,hea,prototype,passed,,-888.4227,-55.526419,6.075,5.9382,16,11.52,medium,120.7
CoCuFeNb,hea,prototype,suspect,vol_33pct,-2123.7553,-66.367353,7.485,6.6271,32,32.53,low,576.6
CoCuFeNi,hea,prototype,failed,timeout,,,7.16,,32,,,633.2
CuFeMoNb,hea,prototype,suspect,vol_36pct,-909.688,-56.8555,6.135,5.3767,16,36.03,low,192.7
CoCuFeTa,hea,prototype,passed,,-2163.6428,-67.613838,7.485,6.8584,32,25.73,low,594.2
CuFeNbW,hea,prototype,suspect,vol_33pct,-886.4602,-55.403762,6.14,5.4694,16,32.82,low,136.7
CoCuFeW,hea,prototype,failed,timeout,,,7.39,,32,,,633.9
AlCuFeNb,hea,prototype,suspect,vol_52pct,-849.7716,-53.110725,6.215,4.9768,16,51.76,low,215.2
AlCuFeNi,hea,prototype,suspect,vol_32pct,-2212.5471,-69.142097,7.415,6.9506,32,31.53,low,483.1
CuFeNiW,hea,prototype,suspect,vol_32pct,-2297.1638,-71.786369,7.38,6.5768,32,32.2,low,558.2
CuFeMoNi,hea,prototype,failed,timeout,,,7.375,,32,,,636.3
CuFeTaW,hea,prototype,passed,,-847.6553,-52.978456,6.14,5.5814,16,25.62,low,211.4
CuFeMoTa,hea,prototype,passed,,-933.6798,-58.354988,6.135,5.6081,16,28.12,low,265.1
CuFeMoW,hea,prototype,suspect,vol_36pct,-950.2384,-59.3899,6.065,5.3486,16,35.55,low,281.9
AlCuFeW,hea,prototype,suspect,vol_51pct,-886.2114,-55.388213,6.145,4.8801,16,51.43,low,200.5
AlCuFeMo,hea,prototype,suspect,vol_54pct,-953.3192,-59.58245,6.14,4.853,16,54.13,low,292.7
AlCuFeTa,hea,prototype,suspect,vol_45pct,-856.9601,-53.560006,6.215,5.188,16,45.25,low,275.7
FeMoNbTa,hea,prototype,passed,,-685.7407,-42.858794,6.31,6.4962,16,1.52,high,185.9
AlFeMoNb,hea,prototype,passed,,-663.3904,-41.4619,6.315,5.9743,16,17.4,medium,107.0
AlFeNbTa,hea,prototype,passed,,-603.1635,-37.697719,6.39,6.1537,16,12.89,medium,103.8
FeMoNbW,hea,prototype,passed,,-724.135,-45.258437,6.24,6.3681,16,1.25,high,187.7
FeNbTaW,hea,prototype,passed,,-665.2613,-41.578831,6.315,6.5139,16,2.76,high,139.0
AlFeMoTa,hea,prototype,passed,,-656.2636,-41.016475,6.315,6.1369,16,8.86,high,94.6
AlFeTaW,hea,prototype,passed,,-637.0748,-39.817175,6.32,6.3093,16,6.7,high,101.2
CoMoNiW,hea,prototype,passed,,-1014.1598,-63.384988,5.97,6.0535,16,2.82,high,64.0
AlFeNbW,hea,prototype,passed,,-644.8165,-40.301031,6.32,6.1833,16,14.84,medium,170.3
AlCoMoNi,hea,prototype,passed,,-952.4028,-59.525175,6.045,5.7821,16,13.44,medium,66.4
AlFeMoW,hea,prototype,passed,,-696.2933,-43.518331,6.245,6.0992,16,12.23,medium,141.8
FeMoTaW,hea,prototype,passed,,-718.9502,-44.934387,6.24,6.5843,16,1.32,high,231.9
AlCoNiW,hea,prototype,passed,,-935.8016,-58.4876,6.05,5.9943,16,4.96,high,130.4
CoCuNiW,hea,prototype,passed,,-2261.7243,-70.678884,7.325,7.0806,32,11.38,medium,238.6
CoCuNbW,hea,prototype,passed,,-875.2533,-54.703331,6.115,5.7584,16,19.07,medium,154.2
CoCuMoNb,hea,prototype,passed,,-908.0167,-56.751044,6.11,5.6148,16,25.8,low,182.1
CoCuMoTa,hea,prototype,passed,,-888.4446,-55.527788,6.11,5.7488,16,18.4,medium,174.3
AlCoCuMo,hea,prototype,suspect,vol_35pct,-875.1743,-54.698394,6.115,5.4039,16,34.98,low,195.9
CoMoNbTa,hea,prototype,passed,,-733.8608,-45.8663,6.285,6.5997,16,4.17,high,113.4
AlCoMoNb,hea,prototype,passed,,-710.7121,-44.419506,6.29,6.0478,16,12.57,medium,90.5
AlCoCuW,hea,prototype,passed,,-846.5914,-52.911963,6.12,5.6438,16,24.81,low,179.9
CoCuTaW,hea,prototype,passed,,-864.0915,-54.005719,6.115,6.103,16,12.46,medium,197.4
CoMoNbW,hea,prototype,passed,,-773.0919,-48.318244,6.215,6.4251,16,3.46,high,148.2
AlCoCuNi,hea,prototype,passed,,-2174.143,-67.941969,7.36,8.6322,32,4.61,high,428.6
AlCoNbW,hea,prototype,passed,,-691.0725,-43.192031,6.295,6.0732,16,11.35,medium,111.1
AlCoMoW,hea,prototype,passed,,-744.3914,-46.524462,6.22,5.9951,16,11.74,medium,89.6
AlCoTaW,hea,prototype,passed,,-683.5619,-42.722619,6.295,6.0809,16,11.08,medium,97.7
AlCoNbTa,hea,prototype,passed,,-651.9145,-40.744656,6.365,6.408,16,9.28,high,175.5
CoMoTaW,hea,prototype,passed,,-766.6237,-47.913981,6.215,6.5933,16,3.23,high,140.2
AlCoMoTa,hea,prototype,passed,,-708.4721,-44.279506,6.29,6.3742,16,7.02,high,141.1
CoCuMoNi,hea,prototype,passed,,-2300.9457,-71.904553,7.32,6.9356,32,20.44,low,556.3
CoCuMoW,hea,prototype,passed,,-1880.6193,-58.769353,7.55,7.0484,32,20.99,low,437.8
CoNbTaW,hea,prototype,passed,,-713.7874,-44.611713,6.29,6.9954,16,4.95,high,307.3
MoNbNiW,hea,prototype,passed,,-825.7217,-51.607606,6.21,6.409,16,3.44,high,75.4
MoNbNiTa,hea,prototype,passed,,-785.4791,-49.092444,6.28,6.4432,16,5.19,high,129.3
AlMoNbNi,hea,prototype,passed,,-765.3596,-47.834975,6.285,6.2025,16,11.57,medium,105.4
NbNiTaW,hea,prototype,passed,,-764.6846,-47.792788,6.285,6.4465,16,7.86,high,94.7
AlNbNiW,hea,prototype,passed,,-744.7813,-46.548831,6.29,6.186,16,9.67,high,63.5
CuMoNbNi,hea,prototype,passed,,-1918.6575,-59.958047,7.635,6.8713,32,27.74,low,309.0
CuMoNiW,hea,prototype,passed,,-1984.0764,-62.002387,7.54,6.9802,32,22.56,low,266.8
AlCuMoNi,hea,prototype,suspect,vol_33pct,-933.8769,-58.367306,6.11,5.6187,16,32.83,low,264.6
CuNiTaW,hea,prototype,passed,,-1820.2223,-56.881947,7.64,7.3801,32,11.42,medium,266.9
AlCuNiW,hea,prototype,passed,,-909.9342,-56.870888,6.115,5.7129,16,24.9,low,245.1
CuMoNiTa,hea,prototype,passed,,-1897.0789,-59.283716,7.635,7.0991,32,20.37,low,330.0
AlNbNiTa,hea,prototype,passed,,-702.9437,-43.933981,6.36,6.2366,16,8.43,high,134.3
MoNiTaW,hea,prototype,passed,,-818.1119,-51.131994,6.21,6.3284,16,4.0,high,117.2
AlMoNiTa,hea,prototype,passed,,-758.744,-47.4215,6.285,6.2453,16,9.26,high,107.4
CuNbNiW,hea,prototype,passed,,-1891.7128,-59.116025,7.64,7.235,32,16.47,medium,398.9
AlCuMoNb,hea,prototype,suspect,vol_44pct,-691.0264,-43.18915,6.355,5.2362,16,44.31,low,107.4
AlMoNiW,hea,prototype,passed,,-797.1548,-49.822175,6.215,6.1916,16,8.33,high,152.7
AlNiTaW,hea,prototype,passed,,-734.873,-45.929563,6.29,6.196,16,8.19,high,152.7
AlCuNbTa,hea,prototype,suspect,vol_35pct,-604.61,-37.788125,6.43,5.5907,16,34.96,low,105.5
CuMoNbTa,hea,prototype,passed,,-705.704,-44.1065,6.35,5.8198,16,28.02,low,162.4
CuMoNbW,hea,prototype,passed,,-754.1242,-47.132762,6.28,5.6322,16,29.35,low,163.4
HfMoNbZr,hea,prototype,passed,,-484.1588,-30.259925,6.795,6.8149,16,0.88,high,37.4
MoNbTaZr,hea,prototype,passed,,-509.8536,-31.86585,6.665,6.7023,16,1.61,high,34.4
MoNbWZr,hea,prototype,passed,,-549.7333,-34.358331,6.595,6.6315,16,1.64,high,38.7
HfNbTaZr,hea,prototype,passed,,-421.5692,-26.348075,6.87,6.9056,16,1.56,high,25.6
HfNbWZr,hea,prototype,passed,,-462.8365,-28.927281,6.8,6.8339,16,1.49,high,45.8
NbTaWZr,hea,prototype,passed,,-488.1683,-30.510519,6.67,6.7206,16,2.29,high,30.8
CuNbTaW,hea,prototype,passed,,-693.7517,-43.359481,6.355,5.9106,16,22.2,low,207.9
AlCuMoW,hea,prototype,suspect,vol_43pct,-718.9135,-44.932094,6.285,5.24,16,43.29,low,157.5
AlHfNbZr,hea,prototype,passed,,-402.3863,-25.149144,6.875,6.7248,16,7.84,high,77.2
CuMoTaW,hea,prototype,passed,,-752.4627,-47.028919,6.28,6.0099,16,20.87,low,182.1
AlMoNbZr,hea,prototype,passed,,-489.2133,-30.575831,6.67,6.5064,16,8.82,high,135.2
MoTaWZr,hea,prototype,passed,,-542.2725,-33.892031,6.595,6.6311,16,1.64,high,28.1
AlCuNbW,hea,prototype,suspect,vol_40pct,-676.832,-42.302,6.36,5.5085,16,39.66,low,232.4
AlCuTaW,hea,prototype,suspect,vol_32pct,-636.5412,-39.783825,6.36,5.801,16,32.34,low,173.3
AlNbWZr,hea,prototype,passed,,-468.2516,-29.265725,6.675,6.5263,16,8.99,high,98.1
AlCuMoTa,hea,prototype,suspect,vol_43pct,-694.4866,-43.405412,6.355,5.332,16,42.63,low,248.5
HfTaWZr,hea,prototype,passed,,-453.4916,-28.343225,6.8,6.8469,16,2.03,high,52.0
HfMoNbTa,hea,prototype,passed,,-507.1524,-31.697025,6.655,6.6778,16,0.99,high,29.4
AlNbTaZr,hea,prototype,passed,,-426.6782,-26.667388,6.745,6.62,16,8.4,high,158.1
AlHfWZr,hea,prototype,passed,,-434.3649,-27.147806,6.805,6.7221,16,5.24,high,74.9
HfMoNbW,hea,prototype,passed,,-547.7378,-34.233612,6.585,6.6151,16,1.35,high,38.2
AlMoTaZr,hea,prototype,passed,,-481.9967,-30.124794,6.67,6.5557,16,8.62,high,120.4
AlTaWZr,hea,prototype,passed,,-458.2545,-28.640906,6.675,6.5315,16,6.97,high,64.6
MoNbTaW,hea,prototype,passed,,-574.5067,-35.906669,6.455,6.4977,16,1.99,high,16.2
AlMoWZr,hea,prototype,passed,,-522.0165,-32.626031,6.6,6.3926,16,12.17,medium,105.8
AlHfTaZr,hea,prototype,passed,,-391.6433,-24.477706,6.875,6.6898,16,8.45,high,101.6
HfMoTaZr,hea,prototype,passed,,-477.4837,-29.842731,6.795,6.8908,16,0.56,high,173.1
HfNbTaW,hea,prototype,passed,,-486.0695,-30.379344,6.66,6.6999,16,1.75,high,28.2
HfMoTaW,hea,prototype,passed,,-540.2361,-33.764756,6.585,6.6163,16,1.39,high,31.4
AlNbTaW,hea,prototype,passed,,-490.4962,-30.656012,6.535,6.2892,16,11.56,medium,44.0
AlHfMoNb,hea,prototype,passed,,-488.1188,-30.507425,6.66,6.4299,16,10.89,medium,86.0
AlHfMoZr,hea,prototype,passed,,-456.5876,-28.536725,6.8,6.6483,16,8.88,high,196.4
AlMoNbTa,hea,prototype,passed,,-512.041,-32.002563,6.53,6.3592,16,9.57,high,90.6
AlMoNbW,hea,prototype,passed,,-553.4596,-34.591225,6.46,6.3576,16,10.25,medium,121.5
AlHfNbW,hea,prototype,passed,,-465.545,-29.096563,6.665,6.5717,16,8.64,high,149.4
AlHfMoW,hea,prototype,passed,,-519.132,-32.44575,6.59,6.4391,16,7.92,high,128.5
AlMoTaW,hea,prototype,passed,,-544.9802,-34.061262,6.46,6.3591,16,7.2,high,132.0
AlHfNbTa,hea,prototype,passed,,-424.4633,-26.528956,6.735,6.8598,16,9.14,high,219.2
AlHfMoTa,hea,prototype,passed,,-478.91,-29.931875,6.66,6.6216,16,8.02,high,212.7
AlHfTaW,hea,prototype,passed,,-455.3703,-28.460644,6.665,6.5565,16,6.72,high,207.2
CrCuMnTiV,hea,prototype,passed,,-691.8969,-43.243556,6.016,5.3822,16,29.75,low,177.9
CrFeMnTiV,hea,prototype,passed,,-657.0139,-41.063369,5.984,6.4325,16,5.52,high,243.9
CoCrMnTiV,hea,prototype,passed,,-742.1047,-46.381544,5.964,6.2934,16,3.05,high,255.8
CrMnNbTiV,hea,prototype,passed,,-544.3301,-34.020631,6.156,6.3206,16,2.08,high,170.7
CrMnTaTiV,hea,prototype,passed,,-540.0354,-33.752212,6.156,6.5763,16,1.01,high,191.9
CrMnMoTiV,hea,prototype,passed,,-586.7073,-36.669206,6.096,6.3275,16,0.28,high,244.0
CrMnTiVW,hea,prototype,passed,,-569.7221,-35.607631,6.1,6.3556,16,1.84,high,182.1
CrMnNiTiV,hea,prototype,passed,,-731.5404,-45.721275,5.96,6.5641,16,9.12,high,332.5
CoCrFeTiV,hea,prototype,passed,,-784.8017,-49.050106,5.964,6.2285,16,2.75,high,185.2
CrCuFeTiV,hea,prototype,suspect,vol_39pct,-763.1259,-47.695369,6.016,5.1334,16,39.4,low,137.2
AlCrMnTiV,hea,prototype,passed,,-518.8572,-32.428575,6.16,6.0469,16,12.6,medium,214.4
CrFeNbTiV,hea,prototype,passed,,-585.7637,-36.610231,6.156,6.1863,16,5.19,high,136.9
AlCrFeTiV,hea,prototype,passed,,-558.5423,-34.908894,6.16,5.9978,16,7.79,high,61.6
CrFeNiTiV,hea,prototype,passed,,-771.4082,-48.213012,5.96,6.5228,16,2.72,high,236.6
CrFeTaTiV,hea,prototype,passed,,-580.6082,-36.288013,6.156,6.562,16,2.9,high,188.1
CoCrTiVW,hea,prototype,passed,,-695.7035,-43.481469,6.08,6.382,16,1.9,high,114.3
CrCuNiTiV,hea,prototype,suspect,vol_30pct,-796.2534,-49.765838,5.992,5.3519,16,30.14,low,128.7
AlCoCrTiV,hea,prototype,passed,,-592.7313,-37.045706,6.14,6.0933,16,10.41,medium,139.7
CoCrCuTiV,hea,prototype,suspect,vol_33pct,-804.6225,-50.288906,5.996,5.2989,16,33.29,low,158.1
CrNiTiVW,hea,prototype,passed,,-681.8234,-42.613962,6.076,6.1268,16,2.5,high,57.3
CrFeMoTiV,hea,prototype,passed,,-627.558,-39.222375,6.096,6.7934,16,4.61,high,293.2
CoCrNiTiV,hea,prototype,passed,,-857.28,-53.58,5.94,6.2753,16,5.77,high,211.0
AlCrNiTiV,hea,prototype,passed,,-631.6243,-39.476519,6.136,6.1328,16,6.84,high,95.8
CrCuNbTiV,hea,prototype,suspect,vol_32pct,-613.3983,-38.337394,6.188,5.4395,16,32.49,low,104.2
CrFeTiVW,hea,prototype,passed,,-611.4725,-38.217031,6.1,6.3833,16,2.83,high,298.5
AlCrCuTiV,hea,prototype,suspect,vol_44pct,-585.9934,-36.624587,6.192,5.1695,16,43.77,low,109.4
CrMoNbTiV,hea,prototype,passed,,-515.5321,-32.220756,6.268,6.5205,16,1.68,high,112.6
CoCrMoTiV,hea,prototype,passed,,-712.139,-44.508688,6.076,6.3448,16,1.39,high,293.9
CrCuTaTiV,hea,prototype,passed,,-596.3924,-37.274525,6.188,5.6757,16,27.72,low,190.8
CrCuTiVW,hea,prototype,suspect,vol_30pct,-644.9854,-40.311588,6.132,5.5413,16,30.31,low,198.7
CrNbTaTiV,hea,prototype,passed,,-465.9046,-29.119038,6.328,6.6227,16,0.01,high,149.1
CrMoTaTiV,hea,prototype,passed,,-509.1457,-31.821606,6.268,6.5243,16,1.71,high,83.0
CrMoTiVW,hea,prototype,passed,,-541.4359,-33.839744,6.212,6.4691,16,1.74,high,75.9
AlCrNbTiV,hea,prototype,passed,,-445.3045,-27.831531,6.332,6.2868,16,11.28,medium,120.2
CrCuMoTiV,hea,prototype,suspect,vol_32pct,-665.8197,-41.613731,6.128,5.4751,16,32.28,low,222.2
CrTaTiVW,hea,prototype,passed,,-487.8861,-30.492881,6.272,6.2805,16,0.3,high,59.1
CrNbTiVW,hea,prototype,passed,,-499.2427,-31.202669,6.272,6.4279,16,2.73,high,172.6
AlCrMoTiV,hea,prototype,passed,,-486.882,-30.430125,6.272,6.273,16,12.08,medium,144.5
AlCrTaTiV,hea,prototype,passed,,-437.4741,-27.342131,6.332,6.1431,16,12.88,medium,77.1
CrMoNiTiV,hea,prototype,passed,,-701.7396,-43.858725,6.072,6.4447,16,4.77,high,356.0
CoFeMnTiV,hea,prototype,passed,,-838.6284,-52.414275,5.96,5.9622,16,1.66,high,81.6
AlCrTiVW,hea,prototype,passed,,-468.2638,-29.266488,6.276,6.0647,16,10.66,medium,89.2
CuFeMnTiV,hea,prototype,suspect,vol_45pct,-898.4852,-56.155325,6.012,4.9467,16,44.73,low,160.2
FeMnMoTiV,hea,prototype,passed,,-725.6609,-45.353806,6.092,6.1299,16,3.44,high,164.8
FeMnNiTiV,hea,prototype,passed,,-868.6757,-54.292231,5.956,6.2273,16,1.23,high,174.2
AlFeMnTiV,hea,prototype,passed,,-625.1544,-39.07215,6.156,5.8415,16,16.69,medium,140.5
AlCoMnTiV,hea,prototype,passed,,-661.1193,-41.319956,6.136,5.9034,16,12.85,medium,120.8
CoCuMnTiV,hea,prototype,suspect,vol_32pct,-875.3776,-54.7111,5.992,5.2889,16,32.35,low,172.1
FeMnTiVW,hea,prototype,passed,,-711.6987,-44.481169,6.096,6.2302,16,0.4,high,230.9
CoMnMoTiV,hea,prototype,passed,,-773.6904,-48.35565,6.072,6.1371,16,1.1,high,197.2
CoMnNiTiV,hea,prototype,passed,,-919.5037,-57.468981,5.936,6.1727,16,2.66,high,207.2
CoMnTiVW,hea,prototype,passed,,-762.6731,-47.667069,6.076,6.4429,16,0.17,high,209.2
AlMnNiTiV,hea,prototype,passed,,-702.4036,-43.900225,6.132,6.0177,16,11.95,medium,137.4
CuMnNbTiV,hea,prototype,suspect,vol_38pct,-744.217,-46.513562,6.184,5.3208,16,37.96,low,165.0
CuMnNiTiV,hea,prototype,suspect,vol_40pct,-924.5884,-57.786775,5.988,5.2298,16,39.88,low,215.8
MnMoNbTiV,hea,prototype,passed,,-606.853,-37.928312,6.264,6.4714,16,3.28,high,106.1
CuMnMoTiV,hea,prototype,suspect,vol_39pct,-781.9488,-48.8718,6.124,5.2576,16,38.78,low,160.4
MnNiTiVW,hea,prototype,passed,,-776.046,-48.502875,6.072,6.5071,16,0.26,high,237.1
MnMoNiTiV,hea,prototype,passed,,-787.4662,-49.216637,6.068,6.2106,16,0.39,high,249.9
CuMnTiVW,hea,prototype,suspect,vol_36pct,-783.2693,-48.954331,6.128,5.3646,16,36.17,low,153.2
MnNbTiVW,hea,prototype,passed,,-590.6399,-36.914994,6.268,6.248,16,1.03,high,52.2
MnNbTaTiV,hea,prototype,passed,,-564.0294,-35.251838,6.324,6.4853,16,2.61,high,92.4
MnMoTaTiV,hea,prototype,passed,,-600.757,-37.547312,6.264,6.217,16,2.24,high,35.3
CuMnTaTiV,hea,prototype,suspect,vol_34pct,-729.4988,-45.593675,6.184,5.481,16,33.85,low,214.5
AlMnMoTiV,hea,prototype,passed,,-557.1912,-34.82445,6.268,5.9214,16,16.39,medium,75.9
AlCuMnTiV,hea,prototype,suspect,vol_46pct,-686.4377,-42.902356,6.188,5.1408,16,46.2,low,221.3
AlMnTaTiV,hea,prototype,passed,,-512.3999,-32.024994,6.328,6.0681,16,13.73,medium,83.6
MnTaTiVW,hea,prototype,passed,,-589.3508,-36.834425,6.268,6.5195,16,2.14,high,86.6
AlMnTiVW,hea,prototype,passed,,-542.1439,-33.883994,6.272,5.9701,16,14.79,medium,119.8
MnMoTiVW,hea,prototype,passed,,-631.8879,-39.492994,6.208,6.4781,16,1.88,high,149.3
AlMnNbTiV,hea,prototype,passed,,-518.3693,-32.398081,6.328,6.0883,16,15.54,medium,183.8
CoFeTiVW,hea,prototype,passed,,-802.961,-50.185063,6.076,6.2616,16,0.04,high,107.7
CoCuFeTiV,hea,prototype,suspect,vol_40pct,-949.6355,-59.352219,5.992,5.093,16,39.55,low,202.3
FeMoNiTiV,hea,prototype,passed,,-841.6469,-52.602931,6.068,6.1382,16,1.72,high,130.8
CoFeMoTiV,hea,prototype,passed,,-813.8619,-50.866369,6.072,6.0656,16,1.88,high,160.8
FeNiTiVW,hea,prototype,passed,,-828.8359,-51.802244,6.072,6.0672,16,1.39,high,112.6
CuFeNbTiV,hea,prototype,suspect,vol_40pct,-833.1993,-52.074956,6.184,5.2221,16,40.3,low,121.5
CoFeNiTiV,hea,prototype,passed,,-960.564,-60.03525,5.936,6.3162,16,2.59,high,261.4
CuFeNiTiV,hea,prototype,suspect,vol_48pct,-1023.6082,-63.975513,5.988,4.9333,16,47.51,low,222.3
CuFeMoTiV,hea,prototype,suspect,vol_42pct,-876.6758,-54.792237,6.124,5.175,16,42.19,low,179.5
AlFeNbTiV,hea,prototype,passed,,-558.4354,-34.902212,6.328,6.03,16,15.84,medium,76.7
AlCoFeTiV,hea,prototype,passed,,-704.9729,-44.060806,6.136,6.0574,16,12.59,medium,276.9
FeMoNbTiV,hea,prototype,passed,,-660.3017,-41.268856,6.264,6.5371,16,2.81,high,143.6
FeNbTiVW,hea,prototype,passed,,-645.6631,-40.353944,6.268,6.1906,16,3.69,high,122.5
CuFeTiVW,hea,prototype,suspect,vol_40pct,-823.4796,-51.467475,6.128,5.1987,16,39.68,low,174.9
FeNbTaTiV,hea,prototype,passed,,-617.9363,-38.621019,6.324,6.5603,16,1.33,high,153.9
