formula,class,source,status,reason,energy_eV,energy_per_atom_eV,a_initial,a_relaxed,n_atoms,volume_change_pct,confidence_update,elapsed_sec
CuFeMnNiV,hea,prototype,failed,timeout,,,7.292,,32,,,600.1
CoMnNbNiV,hea,prototype,passed,,-940.3492,-58.771825,5.932,6.1931,16,1.36,high,159.7
CoMnNiTaV,hea,prototype,passed,,-937.5418,-58.596362,5.932,6.1447,16,2.61,high,133.4
CoCuMnMoV,hea,prototype,passed,,-920.1447,-57.509044,5.928,5.4407,16,23.9,low,141.0
AlCoMnNiV,hea,prototype,passed,,-863.8092,-53.988075,5.936,5.8345,16,13.1,medium,178.1
AlCoCuMnV,hea,prototype,suspect,vol_32pct,-821.6967,-51.356044,5.992,5.2801,16,32.27,low,129.0
CoMnNbVW,hea,prototype,passed,,-784.1873,-49.011706,6.072,6.3675,16,1.31,high,144.5
AlCoMnNbV,hea,prototype,passed,,-682.5842,-42.661513,6.132,6.0309,16,12.94,medium,128.0
CoMnMoNbV,hea,prototype,passed,,-794.463,-49.653937,6.068,6.3495,16,0.84,high,169.7
CoCuMnTaV,hea,prototype,passed,,-873.9764,-54.623525,5.988,5.8,16,15.62,medium,217.9
CoCuMnVW,hea,prototype,passed,,-909.2762,-56.829763,5.932,5.963,16,9.04,high,198.5
CoCuMnNbV,hea,prototype,passed,,-882.7405,-55.171281,5.988,6.4518,16,19.27,medium,294.1
CoMnMoTaV,hea,prototype,passed,,-791.1636,-49.447725,6.068,6.1395,16,0.88,high,134.2
CoMnMoVW,hea,prototype,passed,,-818.5303,-51.158144,6.012,5.9965,16,1.75,high,128.7
AlCoMnMoV,hea,prototype,passed,,-718.5145,-44.907156,6.072,5.7873,16,13.95,medium,113.5
AlCoMnTaV,hea,prototype,passed,,-679.4077,-42.462981,6.132,5.8508,16,14.51,medium,80.2
CoMnTaVW,hea,prototype,passed,,-778.5994,-48.662462,6.072,6.3865,16,1.98,high,112.7
AlCoMnVW,hea,prototype,passed,,-706.7412,-44.171325,6.076,5.8432,16,14.72,medium,112.2
CoCuMnNiV,hea,prototype,passed,,-2121.848,-66.30775,7.248,6.778,32,18.89,medium,451.8
CuMnMoNiV,hea,prototype,suspect,vol_37pct,-964.4213,-60.276331,5.924,5.1827,16,36.56,low,119.2
CuMnNbNiV,hea,prototype,passed,,-915.5992,-57.22495,5.984,5.4308,16,29.01,low,134.2
AlMnNbNiV,hea,prototype,passed,,-721.1441,-45.071506,6.128,5.8361,16,14.47,medium,112.7
MnMoNbNiV,hea,prototype,passed,,-808.4234,-50.526463,6.064,6.1612,16,0.21,high,146.3
CuMnNiTaV,hea,prototype,passed,,-902.4915,-56.405719,5.984,5.5139,16,26.32,low,169.2
MnNbNiVW,hea,prototype,passed,,-795.1913,-49.699456,6.068,6.2746,16,2.12,high,143.7
MnMoNiVW,hea,prototype,passed,,-833.0857,-52.067856,6.008,6.0123,16,1.21,high,94.5
AlCuMnNiV,hea,prototype,passed,,-855.6647,-53.479044,5.988,5.6344,16,29.08,low,174.6
AlMnMoNiV,hea,prototype,passed,,-758.8651,-47.429069,6.068,5.7765,16,14.21,medium,96.1
CuMnNiVW,hea,prototype,passed,,-960.3542,-60.022137,5.928,5.4612,16,26.56,low,195.3
AlMnNiVW,hea,prototype,passed,,-746.3543,-46.647144,6.072,5.8022,16,13.82,medium,81.9
MnNiTaVW,hea,prototype,passed,,-791.6576,-49.4786,6.068,6.3936,16,1.79,high,185.2
CuMnNbTaV,hea,prototype,passed,,-719.5046,-44.969037,6.18,5.5682,16,28.7,low,109.3
CuMnNbVW,hea,prototype,suspect,vol_31pct,-763.2697,-47.704356,6.124,5.4573,16,31.17,low,135.4
CuMnMoNbV,hea,prototype,passed,,-776.7084,-48.544275,6.12,5.5141,16,29.55,low,147.6
MnMoNiTaV,hea,prototype,passed,,-805.9991,-50.374944,6.064,6.3686,16,3.54,high,259.6
